>> Working directories:
Input files: ../input/
Output files: output/
 
>> Integrator parameters:
Integrator timestep: 0.002 ps
Number of timesteps: 500000000
Real time: 1000.0 ns
Saved frames (only molecule): 2000
Saved frames (molecule+water): 2000
 
>> System parameters:
Lowest temperature: 273 K
Friction: 1 ps-1

<openmm.openmm.LangevinIntegrator; proxy of <Swig Object of type 'OpenMM::LangevinIntegrator *' at 0x7f36dce5e970> >
Solvation ... 

>> Molecule parameters:
Number of atoms (no water): 582
Number of water molecules: 4742
Total number of atoms: 14810
 


*** Minimizing ...
*** Minimization completed ***


*** Equilibrating...
*** Equilibration completed ***
#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
4180000,-200568.2420190596,435.8064228584711,556
4190000,-200973.21308839554,439.85595448497446,556
4200000,-194207.3586572432,473.5267876739319,555
4210000,-188574.39973390335,501.44153696455874,555
4220000,-194196.95161378616,464.8188408161601,555
4230000,-189880.82105958695,493.02065965713297,555
4240000,-195694.5047143721,458.0067909861842,555
4250000,-188450.3527978682,498.95799282733213,555
4260000,-189455.29548585648,503.24759320318213,555
4270000,-191716.52339112991,478.55471181539247,555
4280000,-188827.0905298018,494.2417241391971,555
4290000,-188756.62184083695,506.32009801409885,555
4300000,-191640.44966066116,484.949657014872,555
4310000,-196601.21821534866,461.67242583891493,555
4320000,-199903.82337892288,439.9009774855967,555
4330000,-203428.0428003096,425.8676642478994,555
4340000,-205935.53224122757,407.41372020764277,555
4350000,-199976.10395753616,438.7582851277,555
4360000,-196182.95619142288,453.8351556105605,555
4370000,-199855.42109620804,444.3772640504626,555
4380000,-205421.8455346846,410.06697449606077,555
4390000,-208261.39765870804,398.39444686964373,555
4400000,-208700.9422143721,397.1168405296393,555
4410000,-215000.70698487991,369.9299887183804,555
4420000,-210721.2848657393,389.2314855860157,555
4430000,-211224.79896486038,391.78501987074685,555
4440000,-212632.15180909866,391.4461864497845,555
4450000,-208038.8308862471,395.1712611789757,555
4460000,-205273.29096925491,411.32353454039566,555
4470000,-207303.32539308304,397.89989372711165,555
4480000,-210832.09425294632,383.79355753091414,555
4490000,-214564.67515504593,373.63075793729155,555
4500000,-216647.2326806807,365.2181401210154,555
4510000,-222518.44526612991,340.4046035793305,555
4520000,-223019.87953126663,344.8518389412395,555
4530000,-222816.17176759476,343.57614533017,555
4540000,-225430.83015382523,329.7738133953196,555
4550000,-226890.8366235518,329.6082941745097,555
4560000,-229438.35310304398,315.9740782379275,555
4570000,-232240.39314210648,310.0262005876084,555
4580000,-231169.29286134476,312.22782895380385,555
4590000,-232379.08949220413,308.6026444515168,555
4600000,-228904.32038820023,316.86391951454397,555
4610000,-229019.64918458695,321.3927777154654,555
4620000,-225614.57911622757,329.70299934041896,555
4630000,-224191.5115503096,339.01361881889244,555
4640000,-222314.41718995804,343.0735946350965,555
4650000,-219953.84236085648,351.3296891500952,555
4660000,-220139.2176049971,348.14881540772774,555
4670000,-220682.2741235518,355.2979526207066,555
4680000,-220166.42829835648,355.84642730855217,555
4690000,-216857.56062257523,365.53278977543255,555
4700000,-214245.42274415726,380.064827889136,555
4710000,-217300.66859376663,361.7175895934469,555
4720000,-216712.85761964554,366.12762338846744,555
4730000,-217235.0301049971,361.6113967290324,555
4740000,-216734.57423341507,363.1603731781883,555
4750000,-216652.51185548538,366.76332313582935,555
4760000,-212191.08454835648,384.38638189482435,555
4770000,-208625.69740236038,406.1633537575257,555
4780000,-208271.68183839554,400.8643070184674,555
4790000,-203685.6556543135,428.1509621468188,555
4800000,-199824.39527833695,437.8963823589242,555
4810000,-199707.42732179398,443.1457209757059,555
4820000,-194914.21198976273,468.4287209793919,555
4830000,-195835.59718263382,472.0023814232859,555
4840000,-194906.20521486038,467.39491491423155,555
4850000,-188740.64216554398,498.10674284815195,555
4860000,-189112.5387719893,500.11399835831907,555
4870000,-191029.9026025557,483.12264607452073,555
4880000,-192829.07160890335,490.4222559000801,555
4890000,-191380.41535890335,482.5752230781154,555
4900000,-196371.90980470413,455.29221389619147,555
4910000,-196682.51332032913,460.14531337551887,555
4920000,-192695.617568376,491.85757397747705,554
4930000,-189832.12068116898,503.5144848434665,554
4940000,-190189.19428956741,499.16713419206224,554
4950000,-191263.6912378096,482.5418467761605,554
4960000,-188011.14289796585,498.30913947586333,554
4970000,-188943.7865136885,502.733780805673,554
4980000,-194478.91853273148,469.01451295596553,554
4990000,-199711.94856202835,440.6169042897028,554
5000000,-202879.10676515335,431.4634539391366,554
5010000,-205126.88575685257,411.8828706078985,554
5020000,-202868.33607423538,428.3707216749673,554
5030000,-198864.05427491898,435.2488093460927,554
5040000,-200021.50300538773,440.39251958180245,554
5050000,-199886.06263673538,441.3015217266859,554
5060000,-196931.55012452835,461.4468988617723,554
5070000,-199148.8161157393,436.48991699172257,554
5080000,-204905.8141626143,420.091836723482,554
5090000,-205491.16706788773,412.71957654353827,554
5100000,-205279.92585695023,413.7730291359468,554
5110000,-202242.4167016768,423.6757049922967,554
5120000,-202635.0799096846,434.71026897871764,554
5130000,-202576.60023439163,424.5540642220247,554
5140000,-204266.07087648148,411.2634727265865,554
5150000,-196349.30427491898,459.450682108443,554
5160000,-194280.93406617874,472.2047460247399,554
5170000,-194819.0451806807,473.59721212497556,554
5180000,-196637.20033204788,452.35813408310696,554
5190000,-196377.0388940596,450.8954203071118,554
5200000,-189355.59095704788,500.52928820939655,554
5210000,-191945.07417237991,487.3806739598071,554
5220000,-188842.29188478226,502.896133164619,554
5230000,-188774.66908204788,497.8293117734576,553
5240000,-196383.68699586624,453.6619742133982,553
5250000,-199735.14387452835,433.83854253574725,553
5260000,-191260.68849122757,484.88848972048214,553
5270000,-187235.55128419632,496.9267415833764,553
5280000,-194047.67915284866,464.91160754215207,553
5290000,-199517.4412378096,440.7727795886715,553
5300000,-201851.87348878616,426.4978551509626,553
5310000,-210401.6844018721,388.1135788554731,553
5320000,-211884.61439454788,387.2241020736974,553
5330000,-214212.95265138382,373.01712759345645,553
5340000,-213940.88008058304,374.98894516532096,553
