>> Working directories:
Input files: ../input/
Output files: output/
 
>> Integrator parameters:
Integrator timestep: 0.002 ps
Number of timesteps: 500000000
Real time: 1000.0 ns
Saved frames (only molecule): 2000
Saved frames (molecule+water): 2000
 
>> System parameters:
Lowest temperature: 273 K
Friction: 1 ps-1

<openmm.openmm.LangevinIntegrator; proxy of <Swig Object of type 'OpenMM::LangevinIntegrator *' at 0x7f305b156970> >
Solvation ... 

>> Molecule parameters:
Number of atoms (no water): 582
Number of water molecules: 4742
Total number of atoms: 14810
 


*** Minimizing ...
*** Minimization completed ***


*** Equilibrating...
*** Equilibration completed ***
#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
3220000,-206800.47141969437,415.97710446361583,551
3230000,-208666.0130761885,401.0369398176152,551
3240000,-205447.03840577835,411.8273471774107,551
3250000,-210465.50523317093,385.9503691130481,551
3260000,-211129.93568361038,387.935442361132,550
3270000,-214454.2077173018,380.8180568923346,550
3280000,-215301.97657716507,365.99257699149047,550
3290000,-217267.76808107132,361.45478253209717,550
3300000,-217079.170302751,364.67316164838894,550
3310000,-224242.65687501663,334.84736261004633,551
3320000,-225966.648818376,328.53615092795593,551
3330000,-228155.61891114945,321.6524444514971,551
3340000,-234325.48493898148,300.3539985277061,551
3350000,-235667.31452882523,301.45863834036606,551
3360000,-235555.64460695023,298.54062382141717,551
3370000,-237503.21406495804,294.247964915066,551
3380000,-237677.9694360518,290.96009665237705,551
3390000,-242746.78272950882,272.8786435485704,551
3400000,-243592.1852563643,276.0610962236406,551
3410000,-243729.52430665726,270.0720087715853,551
3420000,-244298.97511232132,273.6076078205012,551
3430000,-242119.31098878616,279.62359401761597,552
3440000,-240450.73481691116,281.30349480074034,552
3450000,-240871.82038820023,283.4928550727338,552
3460000,-241344.9518579268,287.9178344877019,552
3470000,-240668.275771501,277.78984810180725,552
3480000,-242842.2233423018,276.5191682327572,552
3490000,-243969.34016359085,277.9083673222629,552
3500000,-243920.81629884476,275.8657073878711,552
3510000,-244070.56477296585,272.06528959072193,552
3520000,-244033.9109643721,271.2104033961857,552
3530000,-241235.49763429398,279.85451985616334,552
3540000,-240794.70692384476,282.6543497636718,552
3550000,-241691.08589112991,283.2636480942441,553
3560000,-241145.5998681807,283.88190723785453,553
3570000,-243421.43452394241,272.80359951349396,553
3580000,-244426.58894288773,274.4601334491686,553
3590000,-244321.52302491898,271.92716099602853,553
3600000,-244521.34382570023,273.37997284658377,553
3610000,-243696.3240503096,273.025140423248,553
3620000,-245105.133193376,272.7454212225844,553
3630000,-244413.93064821,274.8430513819905,553
3640000,-244334.7650293135,274.4605462509048,553
3650000,-244656.79536378616,274.0840052730354,553
3660000,-242078.35548341507,284.3218205834848,554
3670000,-237781.95918214554,290.6229734254274,554
3680000,-237822.8727563643,292.56010698333296,554
3690000,-234588.87501466507,302.75689980741447,554
3700000,-234266.35218751663,302.0768037585908,554
3710000,-231921.02827394241,305.5054076431116,554
3720000,-231302.38438356156,310.9841274979827,554
3730000,-231669.48399293656,311.06113355101303,554
3740000,-231887.5252221846,312.9438084844904,554
3750000,-228935.86421144241,318.8892655796708,554
3760000,-229330.49601686234,318.4195074460868,554
3770000,-229316.53181398148,317.40706355344565,554
3780000,-223454.45628297562,339.5630958128789,554
3790000,-222569.07496583695,346.2034028370399,554
3800000,-222807.0813134932,343.9876748977389,554
3810000,-224161.82917726273,342.5365579397206,554
3820000,-220149.70600831741,352.1638953793814,554
3830000,-219098.43849122757,355.3239801235768,554
3840000,-219845.15879762406,348.19956061515563,554
3850000,-219913.44825685257,352.4255672530146,554
3860000,-214010.93965089554,376.3508337565555,554
3870000,-220614.97492921585,352.6719674640683,554
3880000,-222494.11860597366,340.0750457486058,554
3890000,-220243.4959253096,353.68553591275383,554
3900000,-222281.97968995804,345.4492410155554,554
3910000,-226346.81736696,327.8562931576081,554
3920000,-226009.2434228682,326.6756237536466,554
3930000,-225707.05488527054,329.94892038316306,554
3940000,-228584.88301027054,321.83692854812983,555
3950000,-226263.63172853226,337.21634068538606,555
3960000,-223884.60578859085,337.806894307749,555
3970000,-224116.19996583695,341.39237516111035,555
3980000,-223295.9969018721,340.9176382308312,555
3990000,-220473.94789064163,355.3660847139853,555
4000000,-217514.81751954788,366.02262121576837,555
4010000,-217051.73774659866,369.8546262735123,555
4020000,-211903.4226831221,391.2883171919494,555
4030000,-209301.87214601273,400.6203267903356,555
4040000,-202834.0428003096,422.2540622809137,555
4050000,-202606.55183351273,422.52860338744614,554
4060000,-203151.01750123734,422.8073337647464,554
4070000,-199211.77491700882,441.863826884955,554
4080000,-197287.40876710648,455.56021444365206,554
4090000,-196827.5553735518,450.1183330449242,554
4100000,-199517.85719239945,442.2214316741654,554
4110000,-203199.81489503616,420.1564560309531,554
4120000,-203107.91426027054,429.2429470384225,554
4130000,-204698.80805909866,413.8441674847294,554
4140000,-207433.70020997757,400.70115713617304,554
4150000,-208258.68806398148,395.4390483521855,554
4160000,-208499.37461793656,405.71261601412994,554
4170000,-211481.95094239945,390.5225189574387,554
4180000,-211686.98371827835,386.2933526250456,554
4190000,-214420.75727784866,373.7546532149461,554
4200000,-208786.50489747757,397.69573145709035,554
4210000,-200635.44758546585,434.38127553957787,554
4220000,-199222.72608888382,444.2398287605112,554
4230000,-197183.5735009932,455.04477270094037,554
4240000,-191098.14106691116,486.8061720450045,554
4250000,-191321.96729982132,479.5393531583803,554
4260000,-194838.38667237991,466.6145128860879,554
4270000,-188900.98341310257,500.46856286462526,554
4280000,-191772.16609132523,483.0486590436567,554
4290000,-191142.53218019241,487.20997712225363,554
4300000,-197598.52766359085,449.17138862363817,554
4310000,-199545.23939454788,433.75145465059336,554
4320000,-195951.47755372757,454.30842086392823,554
4330000,-188732.5418237471,496.0675360454017,553
4340000,-188830.2418969893,499.50968608580405,553
4350000,-191072.4455713057,483.9050271109509,553
4360000,-193984.0723871016,472.2174459897942,553
4370000,-198994.07423341507,436.6330158432315,553
4380000,-202774.26130616898,426.6860816994249,553
4390000,-199096.37226808304,437.1432912752398,553
4400000,-194731.95191896195,469.07943445694167,553
4410000,-197427.90559327835,460.6415976526681,553
4420000,-201944.63801515335,426.016593177607,553
4430000,-202085.78465211624,427.78157242184636,553
4440000,-202315.5912011885,420.44711717545675,553
4450000,-200364.57728517288,441.7773996709282,553
4460000,-202204.25971925491,430.1183546876998,553
4470000,-205263.430068376,409.59798714292737,553
4480000,-205521.47676027054,416.0421932964533,553
4490000,-207218.20027101273,403.1778629237318,553
4500000,-206421.7146753096,409.1525465460878,553
4510000,-209492.88777101273,401.8479712745614,553
4520000,-206450.10896241898,413.1565229203676,553
4530000,-208424.28767335648,399.92089502069075,553
4540000,-210990.81849611038,384.24908924602715,553
4550000,-211316.1881860518,387.9286797138476,553
4560000,-204362.22676027054,426.05287607857645,553
4570000,-203444.91853273148,431.53555512846964,553
4580000,-199529.22761476273,439.2386630450973,553
4590000,-197580.35542237991,453.0791929292856,553
4600000,-194918.84577882523,468.2709821031234,553
4610000,-191185.0963891768,486.18375263918415,553
4620000,-188038.78913820023,498.2539438698349,552
4630000,-188017.13874757523,502.7479396711513,552
4640000,-188533.46418702835,504.98609057791066,552
4650000,-191342.9485009932,477.5496811813899,552
4660000,-188975.92085206741,495.53760574156996,552
4670000,-191735.54548585648,486.3814535256408,552
4680000,-195898.11488282913,465.4179539330971,552
4690000,-194197.59883058304,474.9441043890472,552
4700000,-194514.1424096846,471.3692273623312,552
4710000,-194515.98835695023,467.44920040305414,552
4720000,-194195.2469018721,464.1333669887884,552
4730000,-189860.70899904007,512.5072908250064,552
4740000,-188245.60719239945,497.2965359413597,552
4750000,-194708.64204347366,471.7523538112442,552
4760000,-201640.22685182327,426.6790237049302,552
4770000,-204778.03407228226,407.8265715103707,552
4780000,-203024.30070436234,426.60677941659566,552
4790000,-197773.76716554398,454.64292236157866,552
4800000,-197479.18263185257,455.3206430127861,552
4810000,-194799.6334985518,470.80820901472435,552
4820000,-194416.84394777054,470.9600014515358,552
4830000,-196487.0799096846,453.2843691274704,552
4840000,-193599.8073266768,469.3552614881352,552
4850000,-191424.23500001663,477.6238885890659,552
4860000,-190417.73872316116,484.317285129258,552
4870000,-188468.6784204268,502.781359622796,552
4880000,-188948.16413820023,499.1156972499511,552
4890000,-188960.7908471846,501.01592203535927,551
4900000,-190600.5582727217,485.7701508722933,551
4910000,-189540.3908838057,501.1745919927568,551
4920000,-198498.29914796585,443.45432972509667,551
4930000,-202594.78169191116,428.67169889325254,551
4940000,-203322.4558862471,430.00256826111377,551
4950000,-199436.66590821976,435.6412538855021,551
4960000,-199319.95875489945,437.8183567321022,551
4970000,-199984.21266114945,440.6543448909611,551
4980000,-200333.94325196976,438.55005488732075,551
4990000,-199952.78309571976,439.72071308303265,551
5000000,-196359.10987794632,454.3214037671509,551
5010000,-197073.64411866898,458.6047709614983,551
5020000,-191437.9420923018,484.64309664328664,551
5030000,-193709.00599611038,466.8251279531221,551
5040000,-191856.29212892288,483.2177469990357,551
5050000,-189151.53279054398,500.28509810977096,551
5060000,-191947.8249048018,481.7701252549487,551
5070000,-191582.82728517288,482.8757255821618,551
5080000,-194854.19746339554,467.91939893007867,551
5090000,-189621.07243287796,501.5790587005452,551
5100000,-190348.2209619307,481.61825239510955,551
5110000,-197554.6338952803,451.44141335985614,551
5120000,-196816.31648195023,451.98531574842025,551
5130000,-201952.0983423018,429.5018158725178,551
5140000,-202198.67457521195,426.0209170637598,551
5150000,-202054.34828126663,424.25143065690577,551
5160000,-203958.84284913773,428.5881475557033,551
5170000,-205037.30464112991,412.01090108502734,551
5180000,-210523.5174096846,383.600012438264,551
5190000,-207559.95008790726,395.83873143104734,551
5200000,-208044.09187257523,400.40674647747517,551
5210000,-204908.87501466507,412.6559793703532,551
5220000,-204788.02253663773,408.5960724588827,551
5230000,-205537.77571046585,415.65440745349184,550
5240000,-206047.27931154007,409.9822388825541,550
5250000,-205945.7611230635,417.86560535380414,550
5260000,-207988.08052003616,402.5154942928905,550
5270000,-210555.79731691116,390.13879737741263,550
5280000,-208914.7077173018,399.15859141273006,550
5290000,-211135.94544923538,386.713324183809,550
5300000,-210933.3981469893,385.24794697318436,550
5310000,-211675.6208032393,386.3546512215222,550
5320000,-217095.10163820023,361.69945868319957,550
5330000,-217014.25678956741,360.0174354825528,550
5340000,-216690.3191674971,365.08784151038054,550
5350000,-217170.62306154007,366.72062574389423,550
5360000,-213884.002334001,379.76240978117795,550
5370000,-214014.55110109085,377.2757620795987,550
5380000,-215344.74861085648,379.60017065934784,550
5390000,-217173.76789796585,365.02019734042057,550
5400000,-214832.41242921585,372.4413383754894,550
5410000,-213815.93238771195,380.7300507169563,550
5420000,-210722.05253541702,386.7174013225619,550
5430000,-211243.02241456741,385.1051555445198,550
5440000,-211106.88478029007,387.8934582334038,550
5450000,-211457.73817384476,383.7732564255404,550
5460000,-213708.0231469893,370.68730984041576,550
5470000,-216812.98060548538,361.6774876190228,550
5480000,-216664.5774072432,360.87829261346155,550
5490000,-216752.05317628616,366.0876323333556,550
